"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Reliability Analysis of Architectural Safeguards for AI-enabled Systems","M. Scheerer; R. Reussner","FZI Research Center for Information Technology, Karlsruhe, Germany; Karlsruhe Institute of Technology, FZI Research Center for Information Technology, Karlsruhe, Germany",2023 27th International Conference on Engineering of Complex Computer Systems (ICECCS),"22 Nov 2023","2023","","","61","70","Although enormous progress has been made in Artificial Intelligence (AI), it entails new challenges. The growing complexity of learning tasks requires more complex AI models, which increasingly exhibit unreliable behaviour. This is of particular concern in safety-critical systems where AI is commonly used. Therefore, well-known architectural approaches have been adopted such as N-Version Programming or Simplex Architectures (denoted as Architectural Safeguards) to deal with the unreliable nature of AI. At design-time, however, it is difficult to identify an architectural safeguard that satisfies the reliability (or other quality) requirements of the system. In this paper, we present a model-based reliability analysis of AI-enabled systems to assess architectural safeguards at design-time taking into account the predictive uncertainty of AI components. We have validated our approach in a case study from the field of autonomous driving. Our results show that our approach not only enables the analysis of the impact of architectural safeguards on the overall reliability of an AI system but supports software engineers in decision-making.","2770-8535","979-8-3503-4004-4","10.1109/ICECCS59891.2023.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10321909","Safeguarding AI;architectural reliability analysis;architectural safeguards;reliable AI systems","Uncertainty;Decision making;Computer architecture;Programming;Predictive models;Reliability engineering;Software","","5","","36","IEEE","22 Nov 2023","","","IEEE","IEEE Conferences"
"Architecting Trustworthy Self-Adaptive Systems (Tutorial)","R. Calinescu; D. Weyns; S. Gerasimou; I. Habli","Department of Computer Science & Assuring Autonomy International Programme, University of York, UK; Department of Computer Science, Linnaeus University, Sweden; Department of Computer Science & Assuring Autonomy International Programme, University of York, UK; Department of Computer Science & Assuring Autonomy International Programme, University of York, UK",2019 IEEE International Conference on Software Architecture Companion (ICSA-C),"13 May 2019","2019","","","3","4","Architecting self-adaptive software systems is challenging. These systems must achieve their goals not only in the environment in which they are deployed initially, but also as this environment changes over time. When self-adaptive systems are used in safety-critical and business-critical applications, this challenge is compounded by the need to also provide guarantees that the system operates correctly at all times. For traditional software systems, such guarantees are provided through assurance cases. These are structured arguments which use comprehensive development-time evidence to explain why a system can be trusted when used for its planned application in a given environment. This tutorial presents the ENTRUST methodology for achieving a similar level of trust in self-adaptive systems [1]. ENTRUST is the first end-to-end methodology for architecting trustworthy self-adaptive systems and dynamic assurance cases guaranteeing the suitability of the software for its intended applications. As advocated by major research initiatives such as the UK-led Assuring Autonomy International Programme (https://www.york.ac.uk/assuring-autonomy/). ENTRUST dynamic assurance cases seamlessly combine evidence obtained during the development of a self-adaptive software system with evidence obtained from its additional verification at runtime. As such, each reconfiguration of an ENTRUST self-adaptive system is accompanied by a new version of the assurance case that confirms the trustworthiness of the reconfigured system architecture. The tutorial starts with an overview of self -adaptive systems used in safety -critical and business -critical applications. This is followed by an introduction to assurance cases, an explanation of the recent paradigm shift to dynamic assurance cases, and the description of the ENTRUST methodology. We use the last part of the tutorial to show how ENTRUST can be used to engineer a self -adaptive unmanned underwater vehicle system and a self -adaptive service -based system. The tutorial actively engages the attendees and includes practical demonstrations. Attending it benefits researchers and software architects with an interest in self -adaptive and autonomous software systems, as well as those interested in the rigorous modelling, analysis and verification of the control software of such systems.","","978-1-7281-1876-5","10.1109/ICSA-C.2019.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8712364","","Tutorials;Runtime;Software systems;Computer architecture;Computational modeling","","1","","17","IEEE","13 May 2019","","","IEEE","IEEE Conferences"
"mRUBiS: An Exemplar for Model-Based Architectural Self-Healing and Self-Optimization","T. Vogel","Humboldt-Universität zu, Berlin, Germany",2018 IEEE/ACM 13th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"30 Dec 2018","2018","","","101","107","Self-adaptive software systems are often structured into an adaptation engine that manages an adaptable software by operating on a runtime model that represents the architecture of the software (model-based architectural self-adaptation). Despite the popularity of such approaches, existing exemplars provide application programming interfaces but no runtime model to develop adaptation engines. Consequently, there does not exist any exemplar that supports developing, evaluating, and comparing model-based self-adaptation off the shelf. Therefore, we present mRUBiS, an extensible exemplar for model-based architectural self-healing and self-optimization. mRUBiS simulates the adaptable software and therefore provides and maintains an architectural runtime model of the software, which can be directly used by adaptation engines to realize and perform self-adaptation. Particularly, mRUBiS supports injecting issues into the model, which should be handled by self-adaptation, and validating the model to assess the self-adaptation. Finally, mRUBiS allows developers to explore variants of adaptation engines (e.g., event-driven self-adaptation) and to evaluate the effectiveness, efficiency, and scalability of the engines.","2157-2305","978-1-4503-5715-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595386","Self-adaptation;architecture;runtime models;simulator","Adaptation models;Runtime;Software;Engines;Computer architecture;Computational modeling;Analytical models","","","","41","","30 Dec 2018","","","IEEE","IEEE Conferences"
"RA4Self-CPS: A Reference Architecture for Self-adaptive Cyber-Physical Systems","M. P. d. O. Camargo; G. d. S. Pereira; D. Almeida; L. A. Bento; W. F. Dorante; F. J. Affonso","Sao Paulo State University (Unesp), BR; Sao Paulo State University (Unesp), BR; Sao Paulo State University (Unesp), BR; Sao Paulo State University (Unesp), BR; Sao Paulo State University (Unesp), BR; Universidade Estadual Paulista (UNESP), BR",IEEE Latin America Transactions,"23 Jan 2024","2024","22","2","113","125","Cyber-Physical Systems (CPS) represent an evolution of embedded systems by the computational elements interacting with physical entities through a network. Self-adaptive Cyber-Physical Systems (Self-CPS) present specific features compared to traditional CPS because this type of system can deal with changes at runtime. In parallel, Reference Architectures (RA) enable reusable artifacts that aggregate the knowledge of software architectures in specific domains. RAs have facilitated the development, standardization, and system evolution in different domains. Despite their relevance, reference architectures that could support the more systematic development of Self-CPS, covering issues like self-protecting and observability, are not found yet. Based on this scenario, the main contribution of this paper is to present an RA for Self-CPS named RA4Self-CPS. The goal of this RA is to support the Self-CPS development that requires self-protecting, observability, and adaptation at runtime. To show the viability of our RA, we conducted a case study that revealed a good perspective to contribute to the Self-CPS area.","1548-0992","","10.1109/TLA.2024.10412036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10412036","reference architecture;cyber-physical systems;self-adaptive;self-CPS","Computer architecture;Software;Runtime;Cyber-physical systems;Adaptation models;Observability;Data models","","4","","","IEEE","23 Jan 2024","","","IEEE","IEEE Journals"
"Software Reliability Evaluation using a Hybrid Soft Computing Approach for Battery Management System","S. Sagar; A. Kumar; G. Shukla; S. Singh; D. Raskar","School of Computer Science and Engineering, Galgotias University, Uttar Pradesh, India; School of Computer Science and Engineering, Galgotias University, Uttar Pradesh, India; Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University, Mumbai, Maharashtra; Department of Artificial Intelligence, Amity School of Engineering and Technology, Amity University, Uttar Pradesh, Noida; Department of Computer Science and Engineering, Amity School of Engineering and Technology, Amity University, Mumbai, Maharashtra",2024 IEEE 4th International Conference on Sustainable Energy and Future Electric Transportation (SEFET),"24 Oct 2024","2024","","","1","7","Predicting faults in a software system can be performed using software reliability models. Reliability is a real- world aspect that is related to several real-life issues which depends on several factors. Different algorithms and methodologies are present to predict software reliability, still the exploration of hybrid soft computing approaches is required to predict software reliability inefficient way. The reason is soft computing algorithms are able to deal with uncertainties and real time issues. The objective of this study is to propose a reliability assessment model using hybrid approach of GeneticAlgorithm and Self-Organizing Map (SOM) for Component Based Software System (CBSS). The reason for selecting CBSS is the reusability aspects of components, which makes software development process cheaper and faster. This paper is an attempt to identify most reliable components based on three reliability factors (cohesion, coupling, and component dependency) from a software project that can be reused for developing other applications efficiently. Simulation of Battery Management System software package components is completed by the use of MATLAB which were having 37 components out of which 6 most reliable components are selected using proposed method.","","979-8-3503-8399-7","10.1109/SEFET61574.2024.10718189","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10718189","BMS;Component;software;reliability;Genetic algorithm(GA);Self-organizing map (SOM)","Self-organizing feature maps;Couplings;Computational modeling;Software algorithms;Battery management systems;Software systems;Prediction algorithms;Software reliability;MATLAB;Genetic algorithms","","","","38","IEEE","24 Oct 2024","","","IEEE","IEEE Conferences"
"Bridging Linguistic Gaps: A Review of AI-Driven Speechto-Speech Translation for Sinhala and Tamil in Sri Lanka","I. Dilshani; M. Chandrasena","Department of Computer Systems Engineering, University of Kelaniya, Sri Lanka; Department of Computer Systems Engineering, University of Kelaniya, Sri Lanka",2025 International Research Conference on Smart Computing and Systems Engineering (SCSE),"13 Jun 2025","2025","","","1","6","Sri Lanka maintains two official languages which constitute Sinhalese and Tamil making it linguistically diverse. Almost all communication requires effective dialogue between Sinhalese-speaking and Tamil-speaking communities especially when operating through real-time speech-to-speech translation. The current version of Speech-to-Speech Translation (S2S) solutions serves a useful purpose yet faces three major limitations, including internet dependence, performance difficulties in loud environments, and unnatural Text-to-Speech (TTS) outputs. The Automatic Speech Recognition (ASR) systems from CallTran along with Android-based solutions through Google APIs and PocketSphinx, struggle with flexible operations when processing different accent varieties. Furthermore, the Machine Translation (MT) system performs poorly in achieving semantic relevance due to the scarcity of parallel corpora. The combination of ASR, MT and TTS systems produces performance delays and misinterpretation issues, which interfere with real-time functionality. This review examines current models, highlights theoretical and practical gaps, and proposes directions for future research, followed by a comparison of existing approaches. The research requires attention to three essential gaps, including bilingual dataset annotation tasks alongside offline functionality and natural voice synthesis development. We propose future research directions to establish massive bilingual datasets as well as implement noise-resistant ASR models using self-supervised approaches such as Whisper and Wave-to-Vector v2 (Wav2Vec2) and the fine-tuning of multilingual MT models like Multilingual Bidirectional and Auto-Regressive Transformer (mBART) for Low Resource Sinhala-Tamil Language translation systems. Additionally, TTS models like Tacotron, FastSpeech and Coqui TTS should be optimized for prosody and intonation.","2997-7363","979-8-3315-2326-8","10.1109/SCSE65633.2025.11030975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11030975","automatic speech recognition;low resource speech-to-speech translation;machine translation;Sinhala-Tamil translation;text-to-speech","Translation;Reviews;Real-time systems;Multilingual;Text to speech;Internet;Delays;Machine translation;Modeling;Faces","","","","20","IEEE","13 Jun 2025","","","IEEE","IEEE Conferences"
"Augmented Collective Digital Twins for Self-Organising Cyber-Physical Systems","R. Casadei; A. Placuzzi; M. Viroli; D. Weyns","Department of Computer Science and Engineering, Alma Mater Studiorum-Universita di Bologna, Cesena, Italy; Department of Computer Science and Engineering, Alma Mater Studiorum-Universita di Bologna, Cesena, Italy; Department of Computer Science and Engineering, Alma Mater Studiorum-Universita di Bologna, Cesena, Italy; Department of Computer Science, Katholieke Universiteit, Leuven, Belgium",2021 IEEE International Conference on Autonomic Computing and Self-Organizing Systems Companion (ACSOS-C),"18 Nov 2021","2021","","","160","165","Context. Self-organising and collective computing approaches are increasingly applied to large-scale cyber-physical systems (CPS), enabling them to adapt and cooperate in dynamic environments. Also, in CPS engineering, digital twins are often leveraged to provide synchronised logical counterparts of physical entities, whereas in sensor networks the different-but-related concept of virtual device is used e.g. to abstract groups of sensors. Vision. We envision the design concept of “augmented collective digital twin” that captures digital twins at a collective level extended with purely virtual devices. We argue that this concept can foster the engineering of self-organising CPS by providing a holistic, declarative, and integrated system view. Method. From a review and proposed taxonomy of logical devices comprehending both digital twins and virtual devices, we reinterpret a meta-model for self-organising CPSs and discuss how it can support augmented collective digital twins. We illustrate the approach in a crowd-aware navigation scenario, where virtual devices are opportunistically integrated into the system to enhance spatial coverage, improving navigation capabilities. Conclusion. By integrating physical and virtual devices, the novel notion of augmented collective digital twin paves the way to self-improving system functionality and intelligent use of resources in self-organising CPSs. Conclusion. By integrating physical and virtual devices, the novel notion of augmented collective digital twin paves the way to self-improving system functionality and intelligent use of resources in self-organising CPSs.","","978-1-6654-4393-7","10.1109/ACSOS-C52956.2021.00051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599185","cyber-physical systems;self-organisation;digital twins;virtual devices;collective systems;aggregate computing","Navigation;Digital twin;Conferences;Taxonomy","","3","","19","IEEE","18 Nov 2021","","","IEEE","IEEE Conferences"
"Substation-based self-healing system with advanced features for control and monitoring of distribution systems","D. P. Duarte; J. C. Guaraldo; H. Kagan; B. H. Nakata; P. C. Pranskevicius; A. K. Suematsu; M. M. Martinelli; M. S. Hoshina","Sinapsis Inovação em Energia, São Paulo, Brasil; Sinapsis Inovação em Energia, São Paulo, Brasil; AES Eletropaulo, São Paulo, Brasil; AES Eletropaulo, São Paulo, Brasil; Sinapsis Inovação em Energia, São Paulo, Brasil; Sinapsis Inovação em Energia, São Paulo, Brasil; AES Eletropaulo, São Paulo, Brasil; AES Eletropaulo, São Paulo, Brasil",2016 17th International Conference on Harmonics and Quality of Power (ICHQP),"15 Dec 2016","2016","","","301","305","This paper aims to describe a substation-based self-healing system with advanced features for monitoring and control of the electric grid, developed as part of the brazilian utility AES Eletropaulo's “Smart Grid Project”.","2164-0610","978-1-5090-3792-6","10.1109/ICHQP.2016.7783340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7783340","Distribution systems;self-healing;automation;substation;smart grids","Substations;Indexes;Software;Optimization;Flowcharts;State estimation;SCADA systems","","4","","8","IEEE","15 Dec 2016","","","IEEE","IEEE Conferences"
"Research on Auto-Construction Approach for Architecture of Information System Based on Transaction Flow","J. Dan; Q. Wu; B. Yang; C. Chu","State Grid Gansu Electric Power Company, Gansu China; State Grid Gansu Electric Power Company, Gansu China; State Grid Gansu Electric Power Company, Gansu China; State Grid Gansu Electric Power Company, Gansu China",2019 3rd International Conference on Data Science and Business Analytics (ICDSBA),"30 Nov 2020","2019","","","257","260","The traditional information system architecture design needs to rely on the architect development team for centralized attack. Using this elite-centric architecture design approach, the system developed by the company is difficult to guarantee in terms of reliability with time rush, lack of elites, and lack of consideration for the future. This paper proposed an auto-construction approach for information system architecture based on transaction flow, it will lower the threshold of system architecture designing, and allow ordinary companies to design a system architecture with guaranteed reliability in a short period of time.","","978-1-7281-4644-7","10.1109/ICDSBA48748.2019.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9270143","system architecture;transaction;automatic construction;reliability","Companies;Systems architecture;Information systems;Business;Reliability;Architecture;Urban areas","","","","8","IEEE","30 Nov 2020","","","IEEE","IEEE Conferences"
"Software architecture of self-organizing systems-of-systems for the Internet-of-Things with SosADL","F. Oquendo","IRISA - UMR CNRS, Univ. Bretagne, Sud, France",2017 12th System of Systems Engineering Conference (SoSE),"31 Jul 2017","2017","","","1","6","A challenging issue in the architectural design of Systems-of-Systems (SoS) for the Internet-of-Things (IoT) is how to architect an SoS in a way that the required behavior to fulfil the SoS mission will emerge. Indeed, on the one hand, at design-time, most often we do not know which are the concrete IoT systems that will become constituents of the SoS, these being predominantly identified at run-time; on the other hand, the correct architecture depends not only on the constituent systems but also, largely, on the operational environment where the SoS will be deployed. To address this challenge, this paper investigates the notion of self-organization, whose mechanism makes possible that the IoT constituent systems themselves create and maintain a valid architecture enabling the production of the required emergent behavior to fulfil the SoS mission. In particular, it describes how SosADL, a formal SoS Architecture Description Language (ADL), based on the novel π-Calculus for SoS, supports the architectural description of self-organizing SoSs for the IoT, upwardly causing SoS emergent behaviors at run-time.","","978-1-5090-5945-4","10.1109/SYSOSE.2017.7994959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7994959","Internet-of-Things;Self-Organization;Emergence;Software Architecture;System-of-Systems","Organizations;Chaos;Computer architecture;Standards organizations;Chemistry;Entropy;Liquids","","12","","39","IEEE","31 Jul 2017","","","IEEE","IEEE Conferences"
"Real-time software module design framework for building self-adaptive robotic systems","Y. Cui; J. T. Lane; R. M. Voyles","College of Engineering, Purdue University, West Lafayette, IN, USA; College of Engineering, Purdue University, West Lafayette, IN, USA; College of Engineering, Purdue University, West Lafayette, IN, USA",2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"17 Dec 2015","2015","","","2597","2602","We proposed ReFrESH in our previous publication. It is a self-adaptive infrastructure aimed at managing the performance of multi-robot systems through dynamically diagnosing and maintaining unexpected issues of modules. To integrate ReFrESH and robotic application-level software more conveniently, it is necessary to develop a module design framework to support implementation of self-adaptive real-time software. To this end, based on the port-based object abstraction and port-automation theory, we propose the Extended Port-Based Object (E-PBO). E-PBO has two main advantages: (1) it builds the basis of a programming model to provide specific, yet flexible, guidelines to robotics application engineers for creating and integrating software modules; (2) it forms the basis of a self-adaption model to provide specific methods for evaluating the running task configuration and estimating the new but non-running task configuration (if required) without interfering with the running configuration. E-PBO has been incorporated into the Port-Based Object Real-Time Operating System (PBO/RT) and applied to a visual servoing robotic application, which is demonstrated here.","","978-1-4799-9994-1","10.1109/IROS.2015.7353731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7353731","","Ports (Computers);Real-time systems;Operating systems;Visual servoing","","4","","12","IEEE","17 Dec 2015","","","IEEE","IEEE Conferences"
"ISO/IEC/IEEE Approved Draft Systems and software engineering -- System life cycle processes","",,ISO/IEC/IEEE FDIS P15288:2015,"2 Apr 2015","2015","","","1","122","This International Standard establishes a common process framework for describing the lifecycle of man-made systems. It defines a set of processes and associated terminology for the full life cycle, including conception, development, production, utilization, support and retirement. This standard also supports the definition, control, assessment, and improvement of these processes. These processes can be applied concurrently, iteratively, and recursively to a system and its elements throughout the life cycle of a system.","","978-0-7381-9632-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7073541","acquisition;agreement;architectural design;assessment;audit;configuration management;decision management;development;disposal;enabling system;implementation;information management;infrastructure;integration;life cycle;life cycle model;life cycle stages;maintenance;measurement;operation;planning;process;process improvement;process reference model;process tailoring;processview;product;project portfolio;quality management;requirements;retirement;risk management;service;stages;stakeholder requirements;supply;system;system structure;system-of-interest;tailoring;transition;validation;verification","IEEE standards;IEC Standards;ISO Standards;Software engineering;Product life cycle management;Software architecture;Process control","","2","","","","2 Apr 2015","","","IEEE","IEEE Standards"
"Auto-Derivation of Functional Flow Block Diagrams from System Architecture using the eSAM Method","C. B. Watkins; J. Varghese; M. Knight; J. Ross; J. Kahn; B. Petteys","Gulfstream Aerospace Corporation, Savannah, GA, U.S.; Gulfstream Aerospace Corporation, Savannah, GA, U.S.; Gulfstream Aerospace Corporation, Savannah, GA, U.S.; The MathWorks, Inc., Natick, Massachusetts, U.S.; The MathWorks, Inc., Novi, Michigan, U.S.; The MathWorks, Inc., Natick, Massachusetts, U.S.",2023 IEEE/AIAA 42nd Digital Avionics Systems Conference (DASC),"10 Nov 2023","2023","","","1","10","The Electronic System Architecture Modeling (eSAM) method is a new model-based systems engineering (MBSE) approach for modeling system architectures. eSAM was created to effectively model Integrated Modular Avionics (IMA) architectures but is not limited to IMA applications. eSAM leverages a distributed modeling approach, where hosted systems are independently modeled by system owners and allocated to the IMA platform by the IMA system integrator.This paper details a novel method for auto-deriving and generating a bottom-up Functional Flow Block Diagram (FFBD). eSAM provides a continuously updated model of functional dependencies at the functional data exchange level. This model is automatically derived from the eSAM hybrid logical/physical system architecture model and associated functional allocations. This addresses a key challenge of maintaining functional analyses since functional dependencies evolve during the development cycles, requiring the FFBDs to be updated periodically. Due to lagging diagram maintenance, FFBDs typically do not accurately represent the detailed system design until the end of system development when the design stabilizes. In contrast, eSAM provides auto-drawn views of FFBDs throughout development, minimizing the overhead of manually synchronizing model views and providing confidence that the FFBD represents the current, detailed component-level system model. eSAM has been implemented using the MathWorks System Composer™ tool, and a custom eSAM toolbox was generated to provide this FFBD capability.","2155-7209","979-8-3503-3357-2","10.1109/DASC58513.2023.10311180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311180","modeling;system architecture;FFBD;functional flow block diagram;MBSE;model-based systems engineering;System Composer;eSAM;Electronic System Architecture Modeling","Decentralized control;Systems architecture;System integration;Manuals;Aerospace electronics;Maintenance engineering;Data models","","4","","7","IEEE","10 Nov 2023","","","IEEE","IEEE Conferences"
"Use of Virtual Reality to Improve Engagement and Self-Efficacy in Architectural Engineering Disciplines","E. Erdogmus; E. Ryherd; H. A. Diefes-Dux; C. Armwood-Gordon","School of Building Construction, Georgia Institute of Technology, Atlanta, NE, USA; Durham School of Architectural Eng. and Construction, University of Nebraska-Lincoln, Linocln, NE, USA; Biological Systems Engineering, University of Nebraska-Lincoln, Lincoln, NE, USA; Civil and Architectural Eng., Tennessee State University, Nashville, TN, USA",2021 IEEE Frontiers in Education Conference (FIE),"20 Dec 2021","2021","","","1","7","This Innovative Practice Full Paper presents findings from the implementation of a virtual reality-based learning module. In the Fall of 2020, a prototype for a novel intervention namely, Virtual/Augmented-Reality-Based Discipline Exploration Rotations (VADERs), was offered as part of the first-year Introduction to Architectural Engineering (AE) classes at two universities. VADERs will ultimately be a collection of modules that are designed to improve student engagement and diversity-awareness by providing interactive virtual explorations of an engineering discipline and its sub-disciplines. VADERs utilize an open source, device-agnostic, and browser-based three-dimensional Virtual Reality (VR) platform, creating unique accessibility, synchronous social affordances, and media asset flexibility. The conjecture explored in this paper is: Having first-year engineering students experience Architectural Engineering and its sub-disciplines through an interactive VADER module, will improve their self-efficacy in regards to their commitment to studying the discipline. A total of 89 students participated in the VADER pilot in Fall 2020. Complete data was collected from 67 of these participants in the form of pre- and post-surveys, and final project deliverables. Results tied to the hypothesis and recommendations for future related work are discussed.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637182","Virtual reality;Architectural Engineering;Self-efficacy;First-year","Conferences;Affordances;Prototypes;Virtual reality;Media;Engineering students","","4","","40","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Self-awareness in Cyber-Physical Systems: Recent Developments and Open Challenges","L. Esterle; N. Dutt; C. Gruhl; P. R. Lewis; L. Marcenaro; C. Regazzoni; A. Jantsch","Aarhus University and DIGIT, Aarhus, Denmark; University of California, Irvine, CA, USA; Univeristy of Kassel, Kassel, Germany; Ontario Tech University, Toronto, Canada; University of Genoa, Genoa, Italy; University of Genoa, Genoa, Italy; TU Wien, Vienna, Austria","2023 Design, Automation & Test in Europe Conference & Exhibition (DATE)","2 Jun 2023","2023","","","1","6","Self-aware computing systems enable computing systems to reflect on their actions and behavior. This becomes even more relevant in Cyber-Physical Systems where computing systems have to control and interact with elements in the real world. This paper reports on recent advances made in computational self-awareness for cyber-physical systems.","1558-1101","979-8-3503-9624-9","10.23919/DATE56975.2023.10137197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10137197","self-awareness;cyber-physical systems;reflection;autonomy","Cyber-physical systems;Control systems;Behavioral sciences;Self-aware","","1","","45","","2 Jun 2023","","","IEEE","IEEE Conferences"
"Towards Integrating Undependable Self-Adaptive Systems in Safety-Critical Environments","G. Weiss; P. Schleiss; D. Schneider; M. Trapp","Fraunhofer ESK, Munich, Germany; Fraunhofer ESK, Munich, Germany; Fraunhofer ESK, Munich, Germany; Fraunhofer ESK, Munich, Germany",2018 IEEE/ACM 13th International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"30 Dec 2018","2018","","","26","32","Modern cyber-physical systems (CPS) integrate more and more powerful computing power to master novel applications and adapt to changing situations. A striking example is the recent progression in the automotive market towards autonomous driving. Powerful artificial intelligent algorithms must be executed on high performant parallelized platforms. However, this cannot be employed in a safe way, as the platforms stemming from the consumer electronics (CE) world still lack required dependability and safety mechanisms. In this paper, we present a concept to integrate undependable self-adaptive subsystems into safety-critical environments. For this, we introduce self-adaptation envelopes which manage undependable system parts and integrate within a dependable system. We evaluate our approach by a comprehensive case study of autonomous driving. Thereby, we show that the potential failures of the AUTOSAR Adaptive platform as exemplary undependable system can be handled by our concept. In overall, we outline a way of integrating inherently undependable adaptive systems into safety-critical CPS.","2157-2305","978-1-4503-5715-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8595377","Self-Adaptive;Cyber-Physical Systems;Autonomous Driving;AU-TOSAR Adaptive","Synthetic aperture sonar;Safety;Autonomous vehicles;Monitoring;Automotive engineering;Adaptive systems;Runtime","","2","","27","","30 Dec 2018","","","IEEE","IEEE Conferences"
"A Testing Scheme for Self-Adaptive Software Systems with Architectural Runtime Models","J. Hänsel; T. Vogel; H. Giese","Hasso Plattner Institute for Software Systems Engineering at the University of Potsdam, Potsdam, Germany; Hasso Plattner Institute for Software Systems Engineering at the University of Potsdam, Potsdam, Germany; Hasso Plattner Institute for Software Systems Engineering at the University of Potsdam, Potsdam, Germany",2015 IEEE International Conference on Self-Adaptive and Self-Organizing Systems Workshops,"29 Oct 2015","2015","","","134","139","Self-adaptive software systems (SASS) are equipped with feedback loops to adapt autonomously to changes of the software or environment. In established fields, such as embedded software, sophisticated approaches have been developed to systematically study feedback loops early during the development. In order to cover the particularities of feedback, techniques like one-way and in-the-loop simulation and testing have been included. However, a related approach to systematically test SASS is currently lacking. In this paper we therefore propose a systematic testing scheme for SASS that allows engineers to test the feedback loops early in the development by exploiting architectural runtime models. These models that are available early in the development are commonly used by the activities of a feedback loop at runtime and they provide a suitable high-level abstraction to describe test inputs as well as expected test results. We further outline our ideas with some initial evaluation results by means of a small case study.","","978-1-4673-8439-1","10.1109/SASOW.2015.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7306570","","Adaptation models;Testing;Software;Runtime;Feedback loop;Monitoring;Analytical models","","11","","23","IEEE","29 Oct 2015","","","IEEE","IEEE Conferences"
"On Architectural Diversity of Dynamic Adaptive Systems","H. Song; A. Elgammal; V. Nallur; F. Chauvel; F. Fleurey; S. Clarke","SINTEF ICT, Oslo, Norway; Trinity College, Distributed Systems Group, Dublin, Ireland; Trinity College, Distributed Systems Group, Dublin, Ireland; SINTEF ICT, Oslo, Norway; SINTEF ICT, Oslo, Norway; Trinity College, Distributed Systems Group, Dublin, Ireland",2015 IEEE/ACM 37th IEEE International Conference on Software Engineering,"17 Aug 2015","2015","2","","595","598","We introduce a novel concept of ``architecture diversity'' for adaptive systems and posit that increased diversity has an inverse correlation with adaptation costs. We propose an index to quantify diversity and a static method to estimate the adaptation cost, and conduct an initial experiment on an exemplar cloud-based system which reveals the posited correlation.","1558-1225","978-1-4799-1934-5","10.1109/ICSE.2015.201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7203021","software architecture;software diversity;self-adaptive systems;constraint solving","Computer architecture;Diversity reception;Context;Indexes;Routing;Software;Adaptive systems","","5","","8","IEEE","17 Aug 2015","","","IEEE","IEEE Conferences"
