"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"R., Qu, Rong","Qu, Rong (13405934600)","13405934600","Recent Developments of Automated Machine Learning and Search Techniques","2021","Natural Computing Series","","","","1","9","0","1","10.1007/978-3-030-72069-8_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111886755&doi=10.1007%2F978-3-030-72069-8_1&partnerID=40&md5=f88f8129b2326d92bc93504695a2cb3d","The recent successes of artificial intelligence, in particular machine learning, for solving real-world problems have motivated the advances towards automated design of algorithms and systems with less human involvement. In machine learning and meta-heuristic search algorithms, different lines of relevant research are now emerging, with findings feeding into each other. This book presents a selection of some recent advances across automated machine learning (AutoML) and automated algorithm design (AutoAD), where the effectiveness and efficiency of techniques and algorithms has been enhanced with the support of new taxonomies, models, theories, as well as frameworks and benchmarks. The emerging new lines of exciting research directions in AutoML and AutoAD present new challenges across multiple research communities in machine learning, evolutionary computation and optimisation research. © 2021 Elsevier B.V., All rights reserved.","","","Book chapter","Final","","Scopus","2-s2.0-85111886755"
"R., Qu, Rong","Qu, Rong (13405934600)","13405934600","A General Model for Automated Algorithm Design","2021","Natural Computing Series","","","","29","43","0","1","10.1007/978-3-030-72069-8_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111839040&doi=10.1007%2F978-3-030-72069-8_3&partnerID=40&md5=831e677305c5de1722f1dd968cb49652","This chapter presents a newly defined novel combinatorial optimisation problem, namely, the General Combinatorial Optimisation Problem (GCOP), whose decision variables are a set of elementary algorithm components. The combinations of these algorithm components, i.e. solutions of GCOP, thus represent different search algorithms. The objective of GCOP is to find the optimal combinations of algorithm components for solving optimisation problems. Solving the GCOP is thus equivalent to automatically designing the best search algorithms for optimisation problems. The definition of the GCOP is presented with a new taxonomy which categorises relevant literature on automated algorithm design into three lines of research, namely, automated algorithm configuration, selection and composition. Based on the decision space under consideration, the algorithm design itself is defined as an optimisation problem. Relevant literature is briefly reviewed, motivating a new line of exciting and challenging directions on the emerging research of automated algorithm design. © 2021 Elsevier B.V., All rights reserved.","","","Book chapter","Final","","Scopus","2-s2.0-85111839040"
"T., Eftimov, Tome; G., Popovski, Gorjan; Q., Renau, Quentin; P., Korošec, Peter; C., Doerr, Carola","Eftimov, Tome (56178012800); Popovski, Gorjan (56121099800); Renau, Quentin (57215307853); Korošec, Peter (35734181400); Doerr, Carola (55827803400)","56178012800; 56121099800; 57215307853; 35734181400; 55827803400","Linear Matrix Factorization Embeddings for Single-objective Optimization Landscapes","2020","","","","9308180","775","782","0","11","10.1109/SSCI47803.2020.9308180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099701050&doi=10.1109%2FSSCI47803.2020.9308180&partnerID=40&md5=5b8f71f2a8db033cb8117704cc55591c","Automated per-instance algorithm selection and configuration have shown promising performances for a number of classic optimization problems, including satisfiability, AI planning, and TSP. The techniques often rely on a set of features that measure some characteristics of the problem instance at hand. In the context of black-box optimization, these features have to be derived from a set of (x, f(x)) samples. A number of different features have been proposed in the literature, measuring, for example, the modality, the separability, or the ruggedness of the instance at hand. Several of the commonly used features, however, are highly correlated. While state-of-the-art machine learning techniques can routinely filter such correlations, they hinder explainability of the derived algorithm design techniques.We therefore propose in this work to pre-process the measured (raw) landscape features through representation learning. More precisely, we show that a linear dimensionality reduction via matrix factorization significantly contributes towards a better detection of correlation between different problem instances-a key prerequisite for successful automated algorithm design. © 2021 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Benchmarking; Exploratory Landscape Analysis; Representation Learning; Dimensionality Reduction; Factorization; Intelligent Computing; Learning Systems; Optimization; Algorithm Selection; Automated Algorithm Designs; Black-box Optimization; Linear Dimensionality Reduction; Machine Learning Techniques; Matrix Factorizations; Optimization Problems; Single Objective Optimization; Matrix Algebra","Dimensionality reduction; Factorization; Intelligent computing; Learning systems; Optimization; Algorithm selection; Automated algorithm designs; Black-box optimization; Linear dimensionality reduction; Machine learning techniques; Matrix factorizations; Optimization problems; Single objective optimization; Matrix algebra","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85099701050"
"J., Bossek, Jakob; C., Doerr, Carola; P., Kerschke, Pascal","Bossek, Jakob (55430319600); Doerr, Carola (55827803400); Kerschke, Pascal (56336853600)","55430319600; 55827803400; 56336853600","Initial design strategies and their effects on sequential model-based optimization: An exploratory case study based on BBOB","2020","","","","","778","786","0","25","10.1145/3377930.3390155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091277910&doi=10.1145%2F3377930.3390155&partnerID=40&md5=20fb21c3ca26978f316bf7025cca54bb","Sequential model-based optimization (SMBO) approaches are algorithms for solving problems that require computationally or otherwise expensive function evaluations. The key design principle of SMBO is a substitution of the true objective function by a surrogate, which is used to propose the point(s) to be evaluated next. SMBO algorithms are intrinsically modular, leaving the user with many important design choices. Significant research efforts go into understanding which settings perform best for which type of problems. Most works, however, focus on the choice of the model, the acquisition function, and the strategy used to optimize the latter. The choice of the initial sampling strategy, however, receives much less attention. Not surprisingly, quite diverging recommendations can be found in the literature. We analyze in this work how the size and the distribution of the initial sample influences the overall quality of the efficient global optimization (EGO) algorithm, a well-known SMBO approach. While, overall, small initial budgets using Halton sampling seem preferable, we also observe that the performance landscape is rather unstructured. We furthermore identify several situations in which EGO performs unfavorably against random sampling. Both observations indicate that an adaptive SMBO design could be beneficial, making SMBO an interesting test-bed for automated algorithm design. © 2020 Elsevier B.V., All rights reserved.","Continuous Black-box Optimization; Design Of Experiments; Initial Design; Sequential Model-based Optimization; Budget Control; Global Optimization; Automated Algorithm Designs; Design Principles; Efficient Global Optimization; Exploratory Case Studies; Objective Functions; Research Efforts; Sampling Strategies; Sequential Model; Evolutionary Algorithms","Budget control; Global optimization; Automated algorithm designs; Design Principles; Efficient global optimization; Exploratory case studies; Objective functions; Research efforts; Sampling strategies; Sequential model; Evolutionary algorithms","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85091277910"
"R., Qu, Rong; G.F., Kendall, G. F.; N., Pillay, Nelishia","Qu, Rong (13405934600); Kendall, G. F. (7006008493); Pillay, Nelishia (7007168423)","13405934600; 7006008493; 7007168423","The General Combinatorial Optimization Problem: Towards Automated Algorithm Design","2020","IEEE Computational Intelligence Magazine","15","2","9064746","14","23","0","51","10.1109/MCI.2020.2976182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083435335&doi=10.1109%2FMCI.2020.2976182&partnerID=40&md5=facbb5f382ca88d5c2628a035dc502e2","ï¿This paper defines a new combinatorial optimization problem, namely General Combinatorial Optimization Problem (GCOP), whose decision variables are a set of parametric algorithmic components, i.e. algorithm design decisions. The solutions of GCOP, i.e. compositions of algorithmic components, thus represent different generic search algorithms. The objective of GCOP is to find the optimal algorithmic compositions for solving the given optimization problems. Solving the GCOP is thus equivalent to automatically designing the best algorithms for optimization problems. Despite recent advances, the evolutionary computation and optimization research communities are yet to embrace formal standards that underpin automated algorithm design. In this position paper, we establish GCOP as a new standard to define different search algorithms within one unified model. We demonstrate the new GCOP model to standardize various search algorithms as well as selection hyperheuristics. A taxonomy is defined to distinguish several widely used terminologies in automated algorithm design, namely automated algorithm composition, configuration and selection. We would like to encourage a new line of exciting research directions addressing several challenging research issues including algorithm generality, algorithm reusability, and automated algorithm design. © 2020 Elsevier B.V., All rights reserved.","Automation; Combinatorial Optimization; Evolutionary Algorithms; Learning Algorithms; Optimization; Reusability; Algorithmic Compositions; Automated Algorithm Designs; Automated Algorithms; Combinatorial Optimization Problems; Decision Variables; Optimization Problems; Optimization Researches; Search Algorithms; Combinatorial Mathematics","Automation; Combinatorial optimization; Evolutionary algorithms; Learning algorithms; Optimization; Reusability; Algorithmic compositions; Automated algorithm designs; Automated algorithms; Combinatorial optimization problems; Decision variables; Optimization problems; Optimization researches; Search Algorithms; Combinatorial mathematics","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85083435335"
"Q., Renau, Quentin; C., Doerr, Carola; J., Dréo, Johann; B., Doerr, Benjamin","Renau, Quentin (57215307853); Doerr, Carola (55827803400); Dréo, Johann (55882904600); Doerr, Benjamin (56279123400)","57215307853; 55827803400; 55882904600; 56279123400","Exploratory landscape analysis is strongly sensitive to the sampling strategy","2020","Lecture Notes in Computer Science","12270 LNCS","","","139","153","0","55","10.1007/978-3-030-58115-2_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091147240&doi=10.1007%2F978-3-030-58115-2_10&partnerID=40&md5=c65b097c8cbd80f28babd3442fd56488","Exploratory landscape analysis (ELA) supports supervised learning approaches for automated algorithm selection and configuration by providing sets of features that quantify the most relevant characteristics of the optimization problem at hand. In black-box optimization, where an explicit problem representation is not available, the feature values need to be approximated from a small number of sample points. In practice, uniformly sampled random point sets and Latin hypercube constructions are commonly used sampling strategies. In this work, we analyze how the sampling method and the sample size influence the quality of the feature value approximations and how this quality impacts the accuracy of a standard classification task. While, not unexpectedly, increasing the number of sample points gives more robust estimates for the feature values, to our surprise we find that the feature value approximations for different sampling strategies do not converge to the same value. This implies that approximated feature values cannot be interpreted independently of the underlying sampling strategy. As our classification experiments show, this also implies that the feature approximations used for training a classifier must stem from the same sampling strategy as those used for the actual classification tasks. As a side result we show that classifiers trained with feature values approximated by Sobol’ sequences achieve higher accuracy than any of the standard sampling techniques. This may indicate improvement potential for ELA-trained machine learning models. © 2020 Elsevier B.V., All rights reserved.","Automated Algorithm Design; Black-box Optimization; Exploratory Landscape Analysis; Feature Extraction; Optimization; Problem Solving; Automated Algorithms; Black-box Optimization; Classification Tasks; Feature Approximation; Machine Learning Models; Optimization Problems; Problem Representation; Supervised Learning Approaches; Classification (of Information)","Optimization; Problem solving; Automated algorithms; Black-box optimization; Classification tasks; Feature approximation; Machine learning models; Optimization problems; Problem representation; Supervised learning approaches; Classification (of information)","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85091147240"
"A.Y., Doroshenko, Anatoliy Yu; O., Beketov, Olexiy; M., Bondarenko, Mykola; O.A., Yatsenko, Olena A.","Doroshenko, Anatoliy Yu (26662433900); Beketov, Olexiy (57190870875); Bondarenko, Mykola (58285011600); Yatsenko, Olena A. (28667561500)","26662433900; 57190870875; 58285011600; 28667561500","Automated Design of Parallel Programs for Heterogeneous Platforms Using Algebra-Algorithmic Tools","2020","Communications in Computer and Information Science","1175 CCIS","","","3","23","0","1","10.1007/978-3-030-39459-2_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079105816&doi=10.1007%2F978-3-030-39459-2_1&partnerID=40&md5=75da065550e0b41b0948817c6d87bee0","The further development of software tools based on algebra-algorithmic approach and term rewriting technique in the direction of automated design of programs for heterogeneous platforms using OpenCL is proposed. The method for semi-automatic parallelization of loop operators is developed. The particular feature of the approach consists in using high-level algebra-algorithmic program specifications. The tools automate design of parallel programs starting with construction of an algorithm scheme by superposition of operations of Glushkov’s system of algorithmic algebra and then synthesize corresponding source code in a target programming language on the basis of the scheme. The parallelization technique is based on loop tiling and data serialization and uses rewriting rules to transform programs. The application of the approach is illustrated by an example of developing an OpenCL interpolation program used in numerical weather forecasting. The results of the experiment consisting in executing the generated OpenCL program on a graphics processing unit are given. © 2020 Elsevier B.V., All rights reserved.","Algorithmic Algebra; Automated Algorithm Design; Cuda; Heterogeneous Platform; Opencl; Parallel Computation; Software Synthesis; Algebra; Algorithmic Languages; Automation; Cache Memory; Computer Graphics; Educational Technology; Graphics Processing Unit; Industrial Research; Program Processors; Weather Forecasting; Algorithmic Algebras; Automated Algorithm Designs; Cuda; Heterogeneous Platforms; Opencl; Parallel Computation; Software Synthesis; Application Programs","Algebra; Algorithmic languages; Automation; Cache memory; Computer graphics; Educational technology; Graphics processing unit; Industrial research; Program processors; Weather forecasting; Algorithmic algebras; Automated algorithm designs; CUDA; Heterogeneous platforms; OpenCL; Parallel Computation; Software synthesis; Application programs","Conference paper","Final","","Scopus","2-s2.0-85079105816"
"A.Y., Doroshenko, Anatoliy Yu; O., Beketov, Olexiy; M., Bondarenko, Mykola; O.A., Yatsenko, Olena A.","Doroshenko, Anatoliy Yu (26662433900); Beketov, Olexiy (57190870875); Bondarenko, Mykola (58285011600); Yatsenko, Olena A. (28667561500)","26662433900; 57190870875; 58285011600; 28667561500","Automated generation of OpenCL programs based on algebra-algorithmic approach","2019","CEUR Workshop Proceedings","2387","","","215","222","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068760232&partnerID=40&md5=d22ebad1cab55eb5f3a362a7987889c5","The paper proposes the further development of algebra-algorithmic design and synthesis tools towards the development of OpenCL programs. The method for semi-automatic parallelization of cyclic operators is proposed. The particular feature of the approach consists in using high-level algebra-algorithmic program specifications (schemes) and rewriting rules technique. The developed tools provide the construction of parallel algorithm schemes by superposition of predefined language constructs of Glushkov’s system of algorithmic algebra, which are considered as reusable components. An algorithm scheme is a basis for the generation of corresponding source code in a target programming language. The approach is illustrated with an example of developing an OpenCL interpolation program used in a numerical weather forecasting. The results of the experiment consisting in executing the generated OpenCL program on a graphics processing unit are given. © 2019 Elsevier B.V., All rights reserved.","Algorithmic Algebra; Automated Algorithm Design; Cuda; Heterogeneous Platform; Opencl; Parallel Computation; Software Synthesis; Algebra; Automation; Computer Graphics; Graphics Processing Unit; Industrial Research; Knowledge Management; Program Processors; Weather Forecasting; Algorithmic Algebras; Automated Algorithm Designs; Cuda; Heterogeneous Platforms; Opencl; Parallel Computation; Software Synthesis; Algorithmic Languages","Algebra; Automation; Computer graphics; Graphics processing unit; Industrial research; Knowledge management; Program processors; Weather forecasting; Algorithmic algebras; Automated algorithm designs; CUDA; Heterogeneous platforms; OpenCL; Parallel Computation; Software synthesis; Algorithmic languages","Conference paper","Final","","Scopus","2-s2.0-85068760232"
"S., Adriaensen, Steven; F., Moons, Filip; A., Nowé, Ann","Adriaensen, Steven (56315492700); Moons, Filip (57197733614); Nowé, Ann (6601969061)","56315492700; 57197733614; 6601969061","An importance sampling approach to the estimation of algorithm performance in automated algorithm design","2017","Lecture Notes in Computer Science","10556 LNCS","","","3","17","0","1","10.1007/978-3-319-69404-7_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034220612&doi=10.1007%2F978-3-319-69404-7_1&partnerID=40&md5=2ba12bdacb79a45708c72a082874764d","In this paper we consider the problem of estimating the relative performance of a given set of related algorithms. The predominant, general approach of doing so involves executing each algorithm instance multiple times, and computing independent estimates based on the performance observations made for each of them. A single execution might be expensive, making this a time-consuming process. We show how an algorithm in general can be viewed as a distribution over executions; and its performance as the expectation of some measure of desirability of an execution, over this distribution. Subsequently, we describe how Importance Sampling can be used to generalize performance observations across algorithms with partially overlapping distributions, amortizing the cost of obtaining them. Finally, we implement the proposed approach as a Proof of Concept and validate it experimentally. © 2017 Elsevier B.V., All rights reserved.","Algorithms; Automated Algorithm Synthesis; Importance Sampling; Performance Evaluation; Programming By Optimization; Algorithms; Optimization; Algorithm Performance; Automated Algorithm Designs; Automated Algorithms; Performance Evaluation; Proof Of Concept; Related Algorithms; Relative Performance; Importance Sampling","Algorithms; Optimization; Algorithm performance; Automated algorithm designs; Automated algorithms; Performance evaluation; Proof of concept; Related algorithms; Relative performance; Importance sampling","Conference paper","Final","","Scopus","2-s2.0-85034220612"
"H., Ishibuchi, Hisao; T., Sudo, Takahiko; Y., Nojima, Yusuke","Ishibuchi, Hisao (7005630377); Sudo, Takahiko (55948473900); Nojima, Yusuke (8652791500)","7005630377; 55948473900; 8652791500","Interactive evolutionary computation with minimum fitness evaluation requirement and offline algorithm design","2016","SpringerPlus","5","1","192","1","29","0","5","10.1186/s40064-016-1789-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959334453&doi=10.1186%2Fs40064-016-1789-1&partnerID=40&md5=9e86158f7f28fc6aa8e2cc3f4e49bacc","In interactive evolutionary computation (IEC), each solution is evaluated by a human user. Usually the total number of examined solutions is very small. In some applications such as hearing aid design and music composition, only a single solution can be evaluated at a time by a human user. Moreover, accurate and precise numerical evaluation is difficult. Based on these considerations, we formulated an IEC model with the minimum requirement for fitness evaluation ability of human users under the following assumptions: They can evaluate only a single solution at a time, they can memorize only a single previous solution they have just evaluated, their evaluation result on the current solution is whether it is better than the previous one or not, and the best solution among the evaluated ones should be identified after a pre-specified number of evaluations. In this paper, we first explain our IEC model in detail. Next we propose a ((Formula presented.))ES-style algorithm for our IEC model. Then we propose an offline meta-level approach to automated algorithm design for our IEC model. The main feature of our approach is the use of a different mechanism (e.g., mutation, crossover, random initialization) to generate each solution to be evaluated. Through computational experiments on test problems, our approach is compared with the ((Formula presented.))ES-style algorithm where a solution generation mechanism is pre-specified and fixed throughout the execution of the algorithm. © 2016 Elsevier B.V., All rights reserved.","Automatic Algorithm Design; Interactive Algorithms; Interactive Evolutionary Computation; Meta-level Evolutionary Algorithms","","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-84959334453"
"M.P., Kretser, Michael P.; J.A., Ogden, Jeffrey A.; J.M., Colombi, John M.; P.L., Hartman, Paul L.","Kretser, Michael P. (57190291565); Ogden, Jeffrey A. (16469382000); Colombi, John M. (6602261650); Hartman, Paul L. (57190297608)","57190291565; 16469382000; 6602261650; 57190297608","Exploring design structure matrices to reduce enterprise information systems complexity","2016","Journal of Enterprise Transformation","6","1","","39","59","0","0","10.1080/19488289.2016.1217295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995578638&doi=10.1080%2F19488289.2016.1217295&partnerID=40&md5=08cfc31b04d00d4622199fc7e2269eaa","Complexity and redundancy in large enterprises have grown over the last few decades and have not yet been extensively studied using optimal automated algorithms. Design structure matrices (DSMs) have been shown to be useful for analyzing and clustering complex interacting components. However, the preponderance of DSM literature has focused on product or system-level problems with little focus on enterprise-level issues. This article introduces the problem of enterprise information system (IS) redundancy and conducts a literature review of methods for developing roadmap-generating algorithms to iteratively reduce that redundancy. The literature supports the proposition that DSMs provide a suitable technique for this purpose, which is highly relevant when evolving many legacy ISs toward an integrated enterprise resource planning (ERP) solution. © 2016 Elsevier B.V., All rights reserved.","Design Structure Matrices (dsms); Enterprise Architecture; Information Systems; System Analysis And Design; Systems Integration","","Article","Final","","Scopus","2-s2.0-84995578638"
"S., Adriaensen, Steven; A., Nowé, Ann","Adriaensen, Steven (56315492700); Nowé, Ann (6601969061)","56315492700; 6601969061","Towards a white box approach to automated algorithm design","2016","IJCAI International Joint Conference on Artificial Intelligence","2016-January","","","554","560","0","15","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006121130&partnerID=40&md5=dcc7c493d2b53527301ed0d15045f3d5","To date, algorithms for real-world problems are most commonly designed following a manual, adhoc, trial & error approach, making algorithm design a tedious, time-consuming and costly process. Recently, Programming by Optimization (PbO) has been proposed as an alternative design paradigm in which algorithmic choices are left open by design and algorithm configuration methods (e.g. ParamILS) are used to automatically generate the best algorithm for a specific use-case. We argue that, while powerful, contemporary configurators limit themselves by abstracting information that can otherwise be exploited to speed up the optimization process as well as improve the quality of the resulting design. In this work, we propose an alternative white box approach, reformulating the algorithm design problem as a Markov Decision Process, capturing the intrinsic relationships between design decisions and their respective contribution to overall algorithm performance. Subsequently, we discuss and illustrate the benefits of this formulation experimentally. © 2017 Elsevier B.V., All rights reserved.","Artificial Intelligence; Markov Processes; Algorithm Configurations; Algorithm Design; Algorithm Performance; Alternative Designs; Automated Algorithm Designs; Design Decisions; Markov Decision Processes; Real-world Problem; Optimization","Artificial intelligence; Markov processes; Algorithm configurations; Algorithm design; Algorithm performance; Alternative designs; Automated algorithm designs; Design decisions; Markov Decision Processes; Real-world problem; Optimization","Conference paper","Final","","Scopus","2-s2.0-85006121130"
"R.C., Barros, Rodrigo Coelho; A.C., de Carvalho, André C.P.L.F.; A.A., Freitas, Aléx Alves","Barros, Rodrigo Coelho (35247802600); de Carvalho, André C.P.L.F. (35581825800); Freitas, Aléx Alves (55490514300)","35247802600; 35581825800; 55490514300","HEAD-DT: Experimental Analysis","2015","SpringerBriefs in Computer Science","0","9783319142302","","77","139","0","0","10.1007/978-3-319-14231-9_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045654943&doi=10.1007%2F978-3-319-14231-9_5&partnerID=40&md5=56e197bb635ba6556964ba829daf1570","In this chapter, we present several empirical analyses that assess the performance of HEAD-DT in different scenarios. We divide these analyses into two sets of experiments, according to the meta-training strategy employed for automatically designing the decision-tree algorithms. As mentioned in Chap. 4, HEAD-DT can operate in two distinct frameworks: (i) evolving a decision-tree induction algorithm tailored to one specific data set (specific framework); or (ii) evolving a decision-tree induction algorithm from multiple data sets (general framework). The specific framework provides data from a single data set to HEAD-DT for both algorithm design (evolution) and performance assessment. The experiments conducted for this scenario (see Sect. 5.1) make use of public data sets that do not share a common application domain. In the general framework, distinct data sets are used for algorithm design and performance assessment. In this scenario (see Sect. 5.2), we conduct two types of experiments, namely the homogeneous approach and the heterogeneous approach. In the homogeneous approach, we analyse whether automatically designing a decision-tree algorithm for a particular domain provides good results. More specifically, the data sets that feed HEAD-DT during evolution, and also those employed for performance assessment, share a common application domain. In the heterogeneous approach, we investigate whether HEAD-DT is capable of generating an algorithm that performs well across a variety of different data sets, regardless of their particular characteristics or application domain. We also discuss about the theoretic and empirical time complexity of HEAD-DT in Sect. 5.3, and we make a brief discussion on the cost-effectiveness of automated algorithm design in Sect. 5.4. We present examples of algorithms which were automatically designed by HEAD-DT in Sect. 5.5. We conclude the experimental analysis by empirically verifying in Sect. 5.6 whether the genetic search is worthwhile. © 2021 Elsevier B.V., All rights reserved.","Cost-effectiveness Of Automatically-designed Algorithms; Experimental Analysis; General Framework; Specific Framework; Cost Benefit Analysis; Cost Effectiveness; Decision Trees; Genetic Algorithms; Automated Algorithm Designs; Decision Tree Induction; Decision-tree Algorithm; Experimental Analysis; General Framework; Multiple Data Sets; Performance Assessment; Specific Framework; Trees (mathematics)","Cost benefit analysis; Cost effectiveness; Decision trees; Genetic algorithms; Automated algorithm designs; Decision tree induction; Decision-tree algorithm; Experimental analysis; General framework; Multiple data sets; Performance assessment; Specific framework; Trees (mathematics)","Book chapter","Final","","Scopus","2-s2.0-85045654943"
